Chaos-daemon Version: version.Info{GitVersion:"chart-2.5.1", GitCommit:"08b173528f315d3a6621b9be5566e74ab9e0d35d", BuildDate:"2023-01-14T02:33:17Z", GoVersion:"go1.18", Compiler:"gc", Platform:"linux/amd64"}
2023-03-17T15:00:33.119Z	INFO	chaos-daemon.daemon-server	chaos-daemon/main.go:80	grant access to /dev/fuse
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:25:58.373Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "target:\"containerd://c814b56cc5bffccc94a4a036c9a0bcab58cd06df38f7160ff2a48bc57038daae\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 50\" enterNS:true"}
2023-03-17T15:25:58.377Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://c814b56cc5bffccc94a4a036c9a0bcab58cd06df38f7160ff2a48bc57038daae", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 50", "error": "no running task found: task c814b56cc5bffccc94a4a036c9a0bcab58cd06df38f7160ff2a48bc57038daae not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:26:39.352Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "target:\"containerd://5c704ef8124a99b1810281bab34434b6cf625b3dd8c1616746a9182f1e581cf2\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 50\" enterNS:true"}
2023-03-17T15:26:39.356Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/41669/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 50"}
2023-03-17T15:26:39.357Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/41669/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 50", "pid": 42169, "uid": "736006e3-31d1-4b46-afaa-2e7df27ec827"}
2023-03-17T15:26:39.381Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:26:39.383Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "comm": "nsexec\n"}
2023-03-17T15:30:49.337Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"42169\" cpuStartTime:1679066798000 cpuInstanceUid:\"736006e3-31d1-4b46-afaa-2e7df27ec827\""}
2023-03-17T15:30:49.953Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "736006e3-31d1-4b46-afaa-2e7df27ec827", "pid": 42169}
2023-03-17T15:30:49.953Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "736006e3-31d1-4b46-afaa-2e7df27ec827"}
2023-03-17T15:30:49.953Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:49.962Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40814\" cpuStartTime:1679066748000 cpuInstanceUid:\"de57e160-effe-4895-94a9-2a7e915d8bdc\""}
2023-03-17T15:30:50.505Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "de57e160-effe-4895-94a9-2a7e915d8bdc", "pid": 40814}
2023-03-17T15:30:50.505Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "de57e160-effe-4895-94a9-2a7e915d8bdc"}
2023-03-17T15:30:50.505Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:50.559Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40838\" cpuStartTime:1679066748000 cpuInstanceUid:\"012987a8-ea68-44ef-80db-cd1036f3d9a3\""}
2023-03-17T15:30:51.035Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "012987a8-ea68-44ef-80db-cd1036f3d9a3", "pid": 40838}
2023-03-17T15:30:51.036Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "012987a8-ea68-44ef-80db-cd1036f3d9a3"}
2023-03-17T15:30:51.036Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:51.062Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40862\" cpuStartTime:1679066748000 cpuInstanceUid:\"8f1e0c55-1761-4fcf-ab9e-0fac9c6d0c7e\""}
2023-03-17T15:30:51.646Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "8f1e0c55-1761-4fcf-ab9e-0fac9c6d0c7e", "pid": 40862}
2023-03-17T15:30:51.646Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "8f1e0c55-1761-4fcf-ab9e-0fac9c6d0c7e"}
2023-03-17T15:30:51.646Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:51.657Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40886\" cpuStartTime:1679066748000 cpuInstanceUid:\"673330e0-f149-4cdf-a9ad-59ab2cb79604\""}
2023-03-17T15:30:51.950Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "673330e0-f149-4cdf-a9ad-59ab2cb79604", "pid": 40886}
2023-03-17T15:30:51.950Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "673330e0-f149-4cdf-a9ad-59ab2cb79604"}
2023-03-17T15:30:51.950Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:51.960Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40910\" cpuStartTime:1679066749000 cpuInstanceUid:\"e5935c8e-4cbd-4877-b3b4-fd2e221ef1f0\""}
2023-03-17T15:30:52.460Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "e5935c8e-4cbd-4877-b3b4-fd2e221ef1f0", "pid": 40910}
2023-03-17T15:30:52.460Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "e5935c8e-4cbd-4877-b3b4-fd2e221ef1f0"}
2023-03-17T15:30:52.460Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:52.471Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40934\" cpuStartTime:1679066749000 cpuInstanceUid:\"a70a2244-606e-4fb1-959d-c55193d155e6\""}
2023-03-17T15:30:52.993Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "a70a2244-606e-4fb1-959d-c55193d155e6", "pid": 40934}
2023-03-17T15:30:53.001Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "a70a2244-606e-4fb1-959d-c55193d155e6"}
2023-03-17T15:30:53.009Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:53.034Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40958\" cpuStartTime:1679066749000 cpuInstanceUid:\"a5baba1c-1337-4032-b909-22144cc1f4d7\""}
2023-03-17T15:30:53.285Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "a5baba1c-1337-4032-b909-22144cc1f4d7", "pid": 40958}
2023-03-17T15:30:53.286Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "a5baba1c-1337-4032-b909-22144cc1f4d7"}
2023-03-17T15:30:53.286Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:53.332Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"40995\" cpuStartTime:1679066749000 cpuInstanceUid:\"7f27ca41-a7da-45c8-9759-fdcea9c7f4e8\""}
2023-03-17T15:30:53.603Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "7f27ca41-a7da-45c8-9759-fdcea9c7f4e8", "pid": 40995}
2023-03-17T15:30:53.613Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "7f27ca41-a7da-45c8-9759-fdcea9c7f4e8"}
2023-03-17T15:30:53.613Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:53.638Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"41035\" cpuStartTime:1679066749000 cpuInstanceUid:\"6a1e6a22-a686-4a15-b843-d4222d869cf4\""}
2023-03-17T15:30:54.067Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "6a1e6a22-a686-4a15-b843-d4222d869cf4", "pid": 41035}
2023-03-17T15:30:54.067Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "6a1e6a22-a686-4a15-b843-d4222d869cf4"}
2023-03-17T15:30:54.067Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:54.077Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"41065\" cpuStartTime:1679066749000 cpuInstanceUid:\"3e20fc90-7326-4975-98e9-fabb7c69f647\""}
2023-03-17T15:30:54.276Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "3e20fc90-7326-4975-98e9-fabb7c69f647", "pid": 41065}
2023-03-17T15:30:54.276Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "3e20fc90-7326-4975-98e9-fabb7c69f647"}
2023-03-17T15:30:54.276Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:30:54.319Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "request": "cpuInstance:\"41091\" cpuStartTime:1679066749000 cpuInstanceUid:\"7f56269f-b8fd-40f7-a4a9-7fec9e1abcff\""}
2023-03-17T15:30:55.314Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "7f56269f-b8fd-40f7-a4a9-7fec9e1abcff", "pid": 41091}
2023-03-17T15:30:55.314Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/e-2-94j9t-m55hr", "uid": "7f56269f-b8fd-40f7-a4a9-7fec9e1abcff"}
2023-03-17T15:30:55.314Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/e-2-94j9t-m55hr"}
2023-03-17T15:35:49.248Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://7a125fc61e839aa0d84dcf68a23ffda0faadc9e2c08d1d7d39e54feb06de0491\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.250Z	ERROR	chaos-daemon.daemon-server	chaosdaemon/server.go:187	exec cpu stressors	{"containerID": "containerd://7a125fc61e839aa0d84dcf68a23ffda0faadc9e2c08d1d7d39e54feb06de0491", "cpuStressors": " --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "error": "no running task found: task 7a125fc61e839aa0d84dcf68a23ffda0faadc9e2c08d1d7d39e54feb06de0491 not found: not found"}
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon.MetadataExtractor.func1
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/server.go:187
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-prometheus.(*ServerMetrics).UnaryServerInterceptor.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-prometheus@v1.2.0/server_metrics.go:107
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/chaos-mesh/chaos-mesh/pkg/grpc.TimeoutServerInterceptor
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/grpc/utils.go:205
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1.1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:25
github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1
	/tmp/go/pkg/mod/github.com/grpc-ecosystem/go-grpc-middleware@v1.3.0/chain.go:34
github.com/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb._ChaosDaemon_ExecStressors_Handler
	/home/runner/work/chaos-mesh/chaos-mesh/pkg/chaosdaemon/pb/chaosdaemon.pb.go:4324
google.golang.org/grpc.(*Server).processUnaryRPC
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1282
google.golang.org/grpc.(*Server).handleStream
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:1616
google.golang.org/grpc.(*Server).serveStreams.func1.2
	/tmp/go/pkg/mod/google.golang.org/grpc@v1.43.0/server.go:921
2023-03-17T15:35:49.261Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://7c447565843439da6abd847253b5d582b06e26a450f36b64a40d4ad73924281e\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.264Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7770/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:35:49.265Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7770/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 52893, "uid": "55f36fb5-7b5c-4648-905a-8a0dde8824c1"}
2023-03-17T15:35:49.285Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3-954kw-zsrmh"}
2023-03-17T15:35:49.286Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "comm": "nsexec\n"}
2023-03-17T15:35:49.323Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://9f89217c6272f94ba9cbfdd5e5bfd7dfb9ebf558e9bc1f8cfae50cfc8b7741d4\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.326Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/11579/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:35:49.327Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/11579/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 52917, "uid": "28c3a28c-46c6-4d2c-9f14-fe825f8f4570"}
2023-03-17T15:35:49.353Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3-954kw-zsrmh"}
2023-03-17T15:35:49.355Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "comm": "nsexec\n"}
2023-03-17T15:35:49.366Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://9611983692de523b185c876dff18f927ae2c061a49a746ecec4235fe6b7ca088\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.370Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4516/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:35:49.370Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4516/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 52936, "uid": "9b6acec9-df79-45ba-95dc-9144ebb3f4ec"}
2023-03-17T15:35:49.373Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3-954kw-zsrmh"}
2023-03-17T15:35:49.374Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "comm": "nsexec\n"}
2023-03-17T15:35:49.402Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://6e9a8a4c13f1f10f0ecfcdfbb3e4b52ffe2053c907ef1b999724de2f87a163d5\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.406Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4182/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
2023-03-17T15:35:49.407Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/4182/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60", "pid": 52965, "uid": "ae12aa3e-76d7-4d10-9002-213482037c6c"}
2023-03-17T15:35:49.425Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/e-3-954kw-zsrmh"}
2023-03-17T15:35:49.427Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "comm": "nsexec\n"}
2023-03-17T15:35:49.440Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "request": "target:\"containerd://559cd0415242ce9484b73618242f29ca09c1da4d61959605f7486538fd0311f4\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60\" enterNS:true"}
2023-03-17T15:35:49.443Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/e-3-954kw-zsrmh", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5005/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 20 --cpu-load 60"}
