Chaos-daemon Version: version.Info{GitVersion:"chart-2.5.1", GitCommit:"08b173528f315d3a6621b9be5566e74ab9e0d35d", BuildDate:"2023-01-14T02:33:17Z", GoVersion:"go1.18", Compiler:"gc", Platform:"linux/amd64"}
2023-02-01T19:58:04.543Z	INFO	chaos-daemon.daemon-server	chaos-daemon/main.go:80	grant access to /dev/fuse
2023-02-01T21:12:00.128Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "679dd18a-232c-4508-b167-cb8abccbf228", "pid": 95205}
2023-02-01T21:12:00.129Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "679dd18a-232c-4508-b167-cb8abccbf228"}
2023-02-01T21:12:00.136Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "314b0690-ecae-4513-ad75-12f75a3c37f4", "pid": 95210}
2023-02-01T21:12:00.136Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "314b0690-ecae-4513-ad75-12f75a3c37f4"}
2023-02-01T21:12:00.136Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:00.149Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/fault-5", "request": "cpuInstance:\"95234\" cpuStartTime:1675285883000 memoryInstance:\"95250\" memoryStartTime:1675285883000 cpuInstanceUid:\"d51aa8c5-3aea-4ebb-af4c-71a7145cbfce\" memoryInstanceUid:\"1c78d43d-187b-4219-8bad-87406f1c9f1c\""}
2023-02-01T21:12:00.861Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "d51aa8c5-3aea-4ebb-af4c-71a7145cbfce", "pid": 95234}
2023-02-01T21:12:00.861Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "d51aa8c5-3aea-4ebb-af4c-71a7145cbfce"}
2023-02-01T21:12:00.869Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "1c78d43d-187b-4219-8bad-87406f1c9f1c", "pid": 95250}
2023-02-01T21:12:00.869Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "1c78d43d-187b-4219-8bad-87406f1c9f1c"}
2023-02-01T21:12:00.869Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:00.880Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/fault-5", "request": "cpuInstance:\"95337\" cpuStartTime:1675285883000 memoryInstance:\"95341\" memoryStartTime:1675285883000 cpuInstanceUid:\"212f3caf-8d11-4611-88e2-e09e172c5ecd\" memoryInstanceUid:\"0786a01f-d04f-4059-a414-87569d68da90\""}
2023-02-01T21:12:03.068Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "212f3caf-8d11-4611-88e2-e09e172c5ecd", "pid": 95337}
2023-02-01T21:12:03.068Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "212f3caf-8d11-4611-88e2-e09e172c5ecd"}
2023-02-01T21:12:03.080Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "0786a01f-d04f-4059-a414-87569d68da90", "pid": 95341}
2023-02-01T21:12:03.080Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "0786a01f-d04f-4059-a414-87569d68da90"}
2023-02-01T21:12:03.080Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:03.091Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/fault-5", "request": "cpuInstance:\"95385\" cpuStartTime:1675285884000 memoryInstance:\"95389\" memoryStartTime:1675285884000 cpuInstanceUid:\"00f427c0-dff7-481f-9c51-8bd5ac11bfff\" memoryInstanceUid:\"ddfaa504-4938-40c1-8a72-53afe4f537ef\""}
2023-02-01T21:12:05.598Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "00f427c0-dff7-481f-9c51-8bd5ac11bfff", "pid": 95385}
2023-02-01T21:12:05.598Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "00f427c0-dff7-481f-9c51-8bd5ac11bfff"}
2023-02-01T21:12:05.603Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "ddfaa504-4938-40c1-8a72-53afe4f537ef", "pid": 95389}
2023-02-01T21:12:05.603Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "ddfaa504-4938-40c1-8a72-53afe4f537ef"}
2023-02-01T21:12:05.603Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:05.613Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Canceling stressors	{"namespacedName": "robot-shop/fault-5", "request": "cpuInstance:\"95463\" cpuStartTime:1675285884000 memoryInstance:\"95468\" memoryStartTime:1675285884000 cpuInstanceUid:\"5f3aa4aa-b41b-4015-ab9a-9581dcc7e508\" memoryInstanceUid:\"c3a89928-aac4-41ec-b100-dd8a08e8434e\""}
2023-02-01T21:12:07.885Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "5f3aa4aa-b41b-4015-ab9a-9581dcc7e508", "pid": 95463}
2023-02-01T21:12:07.885Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "5f3aa4aa-b41b-4015-ab9a-9581dcc7e508"}
2023-02-01T21:12:07.953Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:247	process stopped	{"namespacedName": "robot-shop/fault-5", "uid": "c3a89928-aac4-41ec-b100-dd8a08e8434e", "pid": 95468}
2023-02-01T21:12:07.953Z	INFO	chaos-daemon.daemon-server.background-process-manager	bpm/bpm.go:309	Successfully killed process	{"namespacedName": "robot-shop/fault-5", "uid": "c3a89928-aac4-41ec-b100-dd8a08e8434e"}
2023-02-01T21:12:07.953Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	killing stressor successfully	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.802Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/fault-5", "request": "target:\"containerd://164eeb5f1121af00d3ed0bc0a3df9e2ab5559d048c76b673076f799288d482a6\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50\" enterNS:true memoryStressors:\" --workers 50 --size 50\""}
2023-02-01T21:12:17.806Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7460/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50"}
2023-02-01T21:12:17.807Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7460/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50", "pid": 98463, "uid": "b913752d-c546-49e0-89b7-b168e35df39f"}
2023-02-01T21:12:17.821Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.822Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/fault-5", "comm": "nsexec\n"}
2023-02-01T21:12:17.825Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:47	build command	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7460/ns/pid -- memStress --workers 50 --size 50"}
2023-02-01T21:12:17.825Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start memStress successfully	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/7460/ns/pid -- memStress --workers 50 --size 50", "pid": 98467, "uid": "3d3db353-6447-4bee-9c2a-7652de9794a6"}
2023-02-01T21:12:17.827Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.829Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/fault-5", "comm": "nsexec\n"}
2023-02-01T21:12:17.844Z	INFO	chaos-daemon.daemon-server	chaosdaemon/server.go:187	Executing stressors	{"namespacedName": "robot-shop/fault-5", "request": "target:\"containerd://b8d1fa6337ffa866617236dc7b7a53b2b42d721869336b6fd44e14302d8952a5\" cpuStressors:\" --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50\" enterNS:true memoryStressors:\" --workers 50 --size 50\""}
2023-02-01T21:12:17.847Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:39	build command	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5967/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50"}
2023-02-01T21:12:17.848Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start stress-ng successfully	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5967/ns/pid -- stress-ng --cpu-load-slice 10 --cpu-method sqrt --cpu 50 --cpu-load 50", "pid": 98493, "uid": "7bb79b57-58b2-43ab-b3db-8152c579cffb"}
2023-02-01T21:12:17.850Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.852Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	pause has been resumed	{"namespacedName": "robot-shop/fault-5", "comm": "nsexec\n"}
2023-02-01T21:12:17.864Z	INFO	chaos-daemon.daemon-server.background-process-manager.process-builder	chaosdaemon/stress_server_linux.go:47	build command	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5967/ns/pid -- memStress --workers 50 --size 50"}
2023-02-01T21:12:17.865Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	Start memStress successfully	{"namespacedName": "robot-shop/fault-5", "command": "/usr/local/bin/pause /usr/local/bin/nsexec -p /proc/5967/ns/pid -- memStress --workers 50 --size 50", "pid": 98544, "uid": "78a56f28-4d20-4eab-a2b9-90b51aec95e3"}
2023-02-01T21:12:17.867Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.868Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.869Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.870Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.870Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.871Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.871Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.872Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.872Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.873Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.873Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.875Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.875Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.876Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.876Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.877Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.877Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.878Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.878Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.879Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.879Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.881Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.881Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.882Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.882Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.883Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.883Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.884Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.884Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.885Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.885Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.886Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.886Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.888Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.888Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.889Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.889Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.890Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.890Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.891Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.891Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.892Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.893Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.894Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.894Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.895Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.895Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.896Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.896Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.897Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.897Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.899Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.899Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.900Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.900Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.901Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.901Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.902Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.902Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.903Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.903Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.905Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.905Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.906Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.906Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.907Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.907Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.908Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.908Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.910Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.910Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.911Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.911Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.912Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.912Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.913Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.913Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.915Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.915Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.916Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.916Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
2023-02-01T21:12:17.917Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	the process hasn't resumed, step into the following loop	{"namespacedName": "robot-shop/fault-5", "comm": "pause\n"}
2023-02-01T21:12:17.917Z	INFO	chaos-daemon.daemon-server	pb/chaosdaemon.pb.go:4322	send signal to resume process	{"namespacedName": "robot-shop/fault-5"}
